#1
double t_data(1345,15)  # dry weather influent data t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	Q
0.000E+00	0.000E+00	3.000E+01	6.363E+01	3.025E+01	0.000E+00	0.000E+00	7.000E+00	5.848E+01	2.244E+02	3.143E+01	0.000E+00	0.000E+00	2.357E+02	2.148E+04
1.042E-02	0.000E+00	3.000E+01	6.167E+01	3.021E+01	0.000E+00	0.000E+00	7.000E+00	5.846E+01	2.243E+02	3.142E+01	0.000E+00	0.000E+00	2.357E+02	2.147E+04
2.083E-02	0.000E+00	3.000E+01	6.172E+01	3.105E+01	0.000E+00	0.000E+00	7.000E+00	5.307E+01	2.244E+02	3.083E+01	0.000E+00	0.000E+00	2.312E+02	1.962E+04
3.125E-02	0.000E+00	3.000E+01	6.216E+01	3.167E+01	0.000E+00	0.000E+00	7.000E+00	5.146E+01	2.210E+02	3.027E+01	0.000E+00	0.000E+00	2.270E+02	1.933E+04
4.167E-02	0.000E+00	3.000E+01	6.458E+01	3.316E+01	0.000E+00	0.000E+00	7.000E+00	4.973E+01	2.177E+02	2.972E+01	0.000E+00	0.000E+00	2.229E+02	1.898E+04
5.208E-02	0.000E+00	3.000E+01	6.785E+01	3.512E+01	0.000E+00	0.000E+00	7.000E+00	4.719E+01	2.143E+02	2.906E+01	0.000E+00	0.000E+00	2.179E+02	1.832E+04
6.250E-02	0.000E+00	3.000E+01	7.214E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	4.716E+01	2.199E+02	2.968E+01	0.000E+00	0.000E+00	2.226E+02	1.786E+04
7.292E-02	0.000E+00	3.000E+01	7.247E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	4.413E+01	2.133E+02	2.860E+01	0.000E+00	0.000E+00	2.145E+02	1.724E+04
8.333E-02	0.000E+00	3.000E+01	6.976E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	4.089E+01	2.071E+02	2.756E+01	0.000E+00	0.000E+00	2.067E+02	1.645E+04
9.375E-02	0.000E+00	3.000E+01	6.750E+01	3.647E+01	0.000E+00	0.000E+00	7.000E+00	3.993E+01	2.011E+02	2.678E+01	0.000E+00	0.000E+00	2.008E+02	1.655E+04
1.042E-01	0.000E+00	3.000E+01	6.284E+01	3.439E+01	0.000E+00	0.000E+00	7.000E+00	3.835E+01	1.961E+02	2.605E+01	0.000E+00	0.000E+00	1.954E+02	1.630E+04
1.146E-01	0.000E+00	3.000E+01	6.247E+01	3.468E+01	0.000E+00	0.000E+00	7.000E+00	3.382E+01	1.907E+02	2.495E+01	0.000E+00	0.000E+00	1.871E+02	1.474E+04
1.250E-01	0.000E+00	3.000E+01	5.374E+01	3.207E+01	0.000E+00	0.000E+00	7.000E+00	3.013E+01	1.832E+02	2.371E+01	0.000E+00	0.000E+00	1.778E+02	1.361E+04
1.354E-01	0.000E+00	3.000E+01	5.445E+01	2.990E+01	0.000E+00	0.000E+00	7.000E+00	2.718E+01	1.749E+02	2.245E+01	0.000E+00	0.000E+00	1.684E+02	1.281E+04
1.458E-01	0.000E+00	3.000E+01	5.007E+01	2.707E+01	0.000E+00	0.000E+00	7.000E+00	2.470E+01	1.664E+02	2.124E+01	0.000E+00	0.000E+00	1.593E+02	1.217E+04
1.563E-01	0.000E+00	3.000E+01	4.635E+01	2.470E+01	0.000E+00	0.000E+00	7.000E+00	2.234E+01	1.580E+02	2.004E+01	0.000E+00	0.000E+00	1.503E+02	1.153E+04
1.667E-01	0.000E+00	3.000E+01	4.436E+01	2.339E+01	0.000E+00	0.000E+00	7.000E+00	2.242E+01	1.508E+02	1.924E+01	0.000E+00	0.000E+00	1.443E+02	1.220E+04
1.771E-01	0.000E+00	3.000E+01	4.258E+01	2.220E+01	0.000E+00	0.000E+00	7.000E+00	2.064E+01	1.448E+02	1.838E+01	0.000E+00	0.000E+00	1.379E+02	1.164E+04
1.875E-01	0.000E+00	3.000E+01	4.000E+01	2.032E+01	0.000E+00	0.000E+00	7.000E+00	2.038E+01	1.393E+02	1.775E+01	0.000E+00	0.000E+00	1.331E+02	1.198E+04
1.979E-01	0.000E+00	3.000E+01	4.039E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	2.188E+01	1.362E+02	1.757E+01	0.000E+00	0.000E+00	1.317E+02	1.327E+04
2.083E-01	0.000E+00	3.000E+01	4.078E+01	2.072E+01	0.000E+00	0.000E+00	7.000E+00	2.027E+01	1.338E+02	1.712E+01	0.000E+00	0.000E+00	1.284E+02	1.245E+04
2.188E-01	0.000E+00	3.000E+01	4.047E+01	2.075E+01	0.000E+00	0.000E+00	7.000E+00	2.144E+01	1.318E+02	1.703E+01	0.000E+00	0.000E+00	1.277E+02	1.345E+04
2.292E-01	0.000E+00	3.000E+01	4.084E+01	2.066E+01	0.000E+00	0.000E+00	7.000E+00	2.190E+01	1.313E+02	1.703E+01	0.000E+00	0.000E+00	1.277E+02	1.382E+04
2.396E-01	0.000E+00	3.000E+01	4.047E+01	2.061E+01	0.000E+00	0.000E+00	7.000E+00	2.184E+01	1.311E+02	1.700E+01	0.000E+00	0.000E+00	1.275E+02	1.380E+04
2.500E-01	0.000E+00	3.000E+01	4.051E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	1.972E+01	1.296E+02	1.660E+01	0.000E+00	0.000E+00	1.245E+02	1.251E+04
2.604E-01	0.000E+00	3.000E+01	4.052E+01	2.044E+01	0.000E+00	0.000E+00	7.000E+00	1.940E+01	1.272E+02	1.629E+01	0.000E+00	0.000E+00	1.222E+02	1.254E+04
2.708E-01	0.000E+00	3.000E+01	4.031E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.807E+01	1.246E+02	1.585E+01	0.000E+00	0.000E+00	1.189E+02	1.187E+04
2.813E-01	0.000E+00	3.000E+01	4.012E+01	2.016E+01	0.000E+00	0.000E+00	7.000E+00	1.803E+01	1.220E+02	1.556E+01	0.000E+00	0.000E+00	1.167E+02	1.212E+04
2.917E-01	0.000E+00	3.000E+01	4.005E+01	2.003E+01	0.000E+00	0.000E+00	7.000E+00	1.743E+01	1.198E+02	1.525E+01	0.000E+00	0.000E+00	1.144E+02	1.191E+04
3.021E-01	0.000E+00	3.000E+01	4.034E+01	2.000E+01	0.000E+00	0.000E+00	7.000E+00	1.735E+01	1.179E+02	1.503E+01	0.000E+00	0.000E+00	1.127E+02	1.206E+04
3.125E-01	0.000E+00	3.000E+01	4.058E+01	2.010E+01	0.000E+00	0.000E+00	7.000E+00	1.769E+01	1.168E+02	1.495E+01	0.000E+00	0.000E+00	1.121E+02	1.245E+04
3.229E-01	0.000E+00	3.000E+01	4.089E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.837E+01	1.167E+02	1.501E+01	0.000E+00	0.000E+00	1.126E+02	1.298E+04
3.333E-01	0.000E+00	3.000E+01	4.117E+01	2.082E+01	0.000E+00	0.000E+00	7.000E+00	1.837E+01	1.170E+02	1.504E+01	0.000E+00	0.000E+00	1.128E+02	1.296E+04
3.438E-01	0.000E+00	3.000E+01	4.186E+01	2.117E+01	0.000E+00	0.000E+00	7.000E+00	1.809E+01	1.169E+02	1.500E+01	0.000E+00	0.000E+00	1.125E+02	1.275E+04
3.542E-01	0.000E+00	3.000E+01	4.242E+01	2.161E+01	0.000E+00	0.000E+00	7.000E+00	1.931E+01	1.176E+02	1.521E+01	0.000E+00	0.000E+00	1.141E+02	1.360E+04
3.646E-01	0.000E+00	3.000E+01	4.395E+01	2.214E+01	0.000E+00	0.000E+00	7.000E+00	2.039E+01	1.194E+02	1.553E+01	0.000E+00	0.000E+00	1.165E+02	1.417E+04
3.750E-01	0.000E+00	3.000E+01	4.877E+01	2.468E+01	0.000E+00	0.000E+00	7.000E+00	2.575E+01	1.216E+02	1.637E+01	0.000E+00	0.000E+00	1.228E+02	1.764E+04
3.854E-01	0.000E+00	3.000E+01	5.989E+01	2.966E+01	0.000E+00	0.000E+00	7.000E+00	2.743E+01	1.296E+02	1.744E+01	0.000E+00	0.000E+00	1.308E+02	1.764E+04
3.958E-01	0.000E+00	3.000E+01	7.146E+01	3.425E+01	0.000E+00	0.000E+00	7.000E+00	3.814E+01	1.393E+02	1.971E+01	0.000E+00	0.000E+00	1.479E+02	2.246E+04
4.063E-01	0.000E+00	3.000E+01	8.001E+01	3.794E+01	0.000E+00	0.000E+00	7.000E+00	5.043E+01	1.539E+02	2.271E+01	0.000E+00	0.000E+00	1.703E+02	2.628E+04
4.167E-01	0.000E+00	3.000E+01	9.490E+01	4.340E+01	0.000E+00	0.000E+00	7.000E+00	5.436E+01	1.711E+02	2.505E+01	0.000E+00	0.000E+00	1.879E+02	2.560E+04
4.271E-01	0.000E+00	3.000E+01	1.058E+02	4.661E+01	0.000E+00	0.000E+00	7.000E+00	6.485E+01	1.853E+02	2.779E+01	0.000E+00	0.000E+00	2.084E+02	2.778E+04
4.375E-01	0.000E+00	3.000E+01	1.152E+02	4.925E+01	0.000E+00	0.000E+00	7.000E+00	7.575E+01	2.007E+02	3.072E+01	0.000E+00	0.000E+00	2.304E+02	2.955E+04
4.479E-01	0.000E+00	3.000E+01	1.200E+02	5.000E+01	0.000E+00	0.000E+00	7.000E+00	8.895E+01	2.143E+02	3.370E+01	0.000E+00	0.000E+00	2.527E+02	3.186E+04
4.583E-01	0.000E+00	3.000E+01	1.190E+02	4.925E+01	0.000E+00	0.000E+00	7.000E+00	9.668E+01	2.301E+02	3.631E+01	0.000E+00	0.000E+00	2.723E+02	3.217E+04
4.688E-01	0.000E+00	3.000E+01	1.121E+02	4.574E+01	0.000E+00	0.000E+00	7.000E+00	1.025E+02	2.439E+02	3.850E+01	0.000E+00	0.000E+00	2.887E+02	3.218E+04
4.792E-01	0.000E+00	3.000E+01	1.025E+02	4.086E+01	0.000E+00	0.000E+00	7.000E+00	1.062E+02	2.558E+02	4.022E+01	0.000E+00	0.000E+00	3.016E+02	3.187E+04
4.896E-01	0.000E+00	3.000E+01	9.481E+01	3.903E+01	0.000E+00	0.000E+00	7.000E+00	9.551E+01	2.697E+02	4.058E+01	0.000E+00	0.000E+00	3.044E+02	2.805E+04
5.000E-01	0.000E+00	3.000E+01	8.838E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	9.118E+01	2.732E+02	4.049E+01	0.000E+00	0.000E+00	3.036E+02	2.670E+04
5.104E-01	0.000E+00	3.000E+01	8.129E+01	3.425E+01	0.000E+00	0.000E+00	7.000E+00	9.071E+01	2.718E+02	4.028E+01	0.000E+00	0.000E+00	3.021E+02	2.669E+04
5.208E-01	0.000E+00	3.000E+01	7.577E+01	3.216E+01	0.000E+00	0.000E+00	7.000E+00	8.623E+01	2.718E+02	3.978E+01	0.000E+00	0.000E+00	2.983E+02	2.557E+04
5.313E-01	0.000E+00	3.000E+01	7.037E+01	3.078E+01	0.000E+00	0.000E+00	7.000E+00	8.571E+01	2.710E+02	3.964E+01	0.000E+00	0.000E+00	2.973E+02	2.550E+04
5.417E-01	0.000E+00	3.000E+01	6.828E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	7.413E+01	2.715E+02	3.841E+01	0.000E+00	0.000E+00	2.881E+02	2.240E+04
5.521E-01	0.000E+00	3.000E+01	6.703E+01	2.924E+01	0.000E+00	0.000E+00	7.000E+00	8.745E+01	2.637E+02	3.901E+01	0.000E+00	0.000E+00	2.926E+02	2.656E+04
5.625E-01	0.000E+00	3.000E+01	6.677E+01	2.852E+01	0.000E+00	0.000E+00	7.000E+00	8.583E+01	2.664E+02	3.914E+01	0.000E+00	0.000E+00	2.936E+02	2.591E+04
5.729E-01	0.000E+00	3.000E+01	6.708E+01	2.796E+01	0.000E+00	0.000E+00	7.000E+00	8.016E+01	2.678E+02	3.866E+01	0.000E+00	0.000E+00	2.900E+02	2.431E+04
5.833E-01	0.000E+00	3.000E+01	6.809E+01	2.813E+01	0.000E+00	0.000E+00	7.000E+00	7.622E+01	2.659E+02	3.801E+01	0.000E+00	0.000E+00	2.851E+02	2.340E+04
5.938E-01	0.000E+00	3.000E+01	6.872E+01	2.755E+01	0.000E+00	0.000E+00	7.000E+00	6.542E+01	2.632E+02	3.651E+01	0.000E+00	0.000E+00	2.738E+02	2.056E+04
6.042E-01	0.000E+00	3.000E+01	6.831E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	5.719E+01	2.539E+02	3.456E+01	0.000E+00	0.000E+00	2.592E+02	1.873E+04
6.146E-01	0.000E+00	3.000E+01	6.517E+01	2.646E+01	0.000E+00	0.000E+00	7.000E+00	7.652E+01	2.439E+02	3.561E+01	0.000E+00	0.000E+00	2.670E+02	2.532E+04
6.250E-01	0.000E+00	3.000E+01	6.165E+01	2.618E+01	0.000E+00	0.000E+00	7.000E+00	7.005E+01	2.486E+02	3.541E+01	0.000E+00	0.000E+00	2.655E+02	2.305E+04
6.354E-01	0.000E+00	3.000E+01	5.976E+01	2.629E+01	0.000E+00	0.000E+00	7.000E+00	6.418E+01	2.477E+02	3.466E+01	0.000E+00	0.000E+00	2.599E+02	2.136E+04
6.458E-01	0.000E+00	3.000E+01	5.895E+01	2.679E+01	0.000E+00	0.000E+00	7.000E+00	6.679E+01	2.436E+02	3.449E+01	0.000E+00	0.000E+00	2.587E+02	2.249E+04
6.563E-01	0.000E+00	3.000E+01	5.939E+01	2.729E+01	0.000E+00	0.000E+00	7.000E+00	5.309E+01	2.425E+02	3.284E+01	0.000E+00	0.000E+00	2.463E+02	1.822E+04
6.667E-01	0.000E+00	3.000E+01	6.021E+01	2.712E+01	0.000E+00	0.000E+00	7.000E+00	4.859E+01	2.321E+02	3.118E+01	0.000E+00	0.000E+00	2.339E+02	1.744E+04
6.771E-01	0.000E+00	3.000E+01	6.243E+01	2.742E+01	0.000E+00	0.000E+00	7.000E+00	5.167E+01	2.229E+02	3.051E+01	0.000E+00	0.000E+00	2.288E+02	1.925E+04
6.875E-01	0.000E+00	3.000E+01	6.587E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	5.050E+01	2.185E+02	2.989E+01	0.000E+00	0.000E+00	2.241E+02	1.920E+04
6.979E-01	0.000E+00	3.000E+01	6.562E+01	2.828E+01	0.000E+00	0.000E+00	7.000E+00	5.112E+01	2.159E+02	2.968E+01	0.000E+00	0.000E+00	2.226E+02	1.964E+04
7.083E-01	0.000E+00	3.000E+01	6.400E+01	2.771E+01	0.000E+00	0.000E+00	7.000E+00	4.900E+01	2.141E+02	2.924E+01	0.000E+00	0.000E+00	2.193E+02	1.901E+04
7.188E-01	0.000E+00	3.000E+01	5.954E+01	2.669E+01	0.000E+00	0.000E+00	7.000E+00	4.694E+01	2.113E+02	2.869E+01	0.000E+00	0.000E+00	2.152E+02	1.848E+04
7.292E-01	0.000E+00	3.000E+01	5.834E+01	2.657E+01	0.000E+00	0.000E+00	7.000E+00	4.521E+01	2.066E+02	2.799E+01	0.000E+00	0.000E+00	2.099E+02	1.821E+04
7.396E-01	0.000E+00	3.000E+01	5.734E+01	2.662E+01	0.000E+00	0.000E+00	7.000E+00	4.548E+01	2.039E+02	2.771E+01	0.000E+00	0.000E+00	2.078E+02	1.855E+04
7.500E-01	0.000E+00	3.000E+01	5.869E+01	2.746E+01	0.000E+00	0.000E+00	7.000E+00	4.537E+01	2.021E+02	2.750E+01	0.000E+00	0.000E+00	2.062E+02	1.867E+04
7.604E-01	0.000E+00	3.000E+01	6.047E+01	2.833E+01	0.000E+00	0.000E+00	7.000E+00	4.506E+01	2.007E+02	2.730E+01	0.000E+00	0.000E+00	2.048E+02	1.867E+04
7.708E-01	0.000E+00	3.000E+01	6.325E+01	2.927E+01	0.000E+00	0.000E+00	7.000E+00	4.473E+01	1.994E+02	2.713E+01	0.000E+00	0.000E+00	2.034E+02	1.865E+04
7.813E-01	0.000E+00	3.000E+01	6.237E+01	3.063E+01	0.000E+00	0.000E+00	7.000E+00	5.642E+01	1.993E+02	2.842E+01	0.000E+00	0.000E+00	2.131E+02	2.314E+04
7.917E-01	0.000E+00	3.000E+01	6.222E+01	3.059E+01	0.000E+00	0.000E+00	7.000E+00	5.652E+01	2.059E+02	2.916E+01	0.000E+00	0.000E+00	2.187E+02	2.251E+04
8.021E-01	0.000E+00	3.000E+01	6.201E+01	2.816E+01	0.000E+00	0.000E+00	7.000E+00	5.634E+01	2.102E+02	2.961E+01	0.000E+00	0.000E+00	2.221E+02	2.203E+04
8.125E-01	0.000E+00	3.000E+01	6.641E+01	2.980E+01	0.000E+00	0.000E+00	7.000E+00	5.843E+01	2.131E+02	3.017E+01	0.000E+00	0.000E+00	2.263E+02	2.249E+04
8.229E-01	0.000E+00	3.000E+01	6.719E+01	2.982E+01	0.000E+00	0.000E+00	7.000E+00	4.905E+01	2.160E+02	2.945E+01	0.000E+00	0.000E+00	2.209E+02	1.888E+04
8.333E-01	0.000E+00	3.000E+01	6.847E+01	3.030E+01	0.000E+00	0.000E+00	7.000E+00	5.324E+01	2.129E+02	2.957E+01	0.000E+00	0.000E+00	2.218E+02	2.067E+04
8.438E-01	0.000E+00	3.000E+01	7.189E+01	3.213E+01	0.000E+00	0.000E+00	7.000E+00	6.345E+01	2.137E+02	3.079E+01	0.000E+00	0.000E+00	2.309E+02	2.415E+04
8.542E-01	0.000E+00	3.000E+01	7.564E+01	3.377E+01	0.000E+00	0.000E+00	7.000E+00	6.041E+01	2.200E+02	3.116E+01	0.000E+00	0.000E+00	2.337E+02	2.252E+04
8.646E-01	0.000E+00	3.000E+01	7.744E+01	3.430E+01	0.000E+00	0.000E+00	7.000E+00	6.191E+01	2.223E+02	3.158E+01	0.000E+00	0.000E+00	2.369E+02	2.280E+04
8.750E-01	0.000E+00	3.000E+01	8.008E+01	3.564E+01	0.000E+00	0.000E+00	7.000E+00	5.952E+01	2.249E+02	3.160E+01	0.000E+00	0.000E+00	2.370E+02	2.178E+04
8.854E-01	0.000E+00	3.000E+01	8.260E+01	3.606E+01	0.000E+00	0.000E+00	7.000E+00	5.165E+01	2.251E+02	3.075E+01	0.000E+00	0.000E+00	2.306E+02	1.907E+04
8.958E-01	0.000E+00	3.000E+01	8.384E+01	3.593E+01	0.000E+00	0.000E+00	7.000E+00	7.208E+01	2.207E+02	3.253E+01	0.000E+00	0.000E+00	2.440E+02	2.621E+04
9.063E-01	0.000E+00	3.000E+01	8.422E+01	3.545E+01	0.000E+00	0.000E+00	7.000E+00	6.809E+01	2.298E+02	3.310E+01	0.000E+00	0.000E+00	2.482E+02	2.410E+04
9.167E-01	0.000E+00	3.000E+01	8.338E+01	3.570E+01	0.000E+00	0.000E+00	7.000E+00	6.582E+01	2.333E+02	3.324E+01	0.000E+00	0.000E+00	2.493E+02	2.307E+04
9.271E-01	0.000E+00	3.000E+01	8.200E+01	3.563E+01	0.000E+00	0.000E+00	7.000E+00	6.399E+01	2.345E+02	3.317E+01	0.000E+00	0.000E+00	2.488E+02	2.239E+04
9.375E-01	0.000E+00	3.000E+01	8.014E+01	3.538E+01	0.000E+00	0.000E+00	7.000E+00	4.915E+01	2.342E+02	3.148E+01	0.000E+00	0.000E+00	2.361E+02	1.748E+04
9.479E-01	0.000E+00	3.000E+01	7.775E+01	3.494E+01	0.000E+00	0.000E+00	7.000E+00	7.237E+01	2.256E+02	3.311E+01	0.000E+00	0.000E+00	2.483E+02	2.581E+04
9.583E-01	0.000E+00	3.000E+01	7.562E+01	3.414E+01	0.000E+00	0.000E+00	7.000E+00	6.646E+01	2.336E+02	3.334E+01	0.000E+00	0.000E+00	2.500E+02	2.325E+04
9.688E-01	0.000E+00	3.000E+01	7.187E+01	3.270E+01	0.000E+00	0.000E+00	7.000E+00	6.961E+01	2.349E+02	3.384E+01	0.000E+00	0.000E+00	2.538E+02	2.410E+04
9.792E-01	0.000E+00	3.000E+01	6.946E+01	3.147E+01	0.000E+00	0.000E+00	7.000E+00	6.495E+01	2.379E+02	3.365E+01	0.000E+00	0.000E+00	2.524E+02	2.240E+04
9.896E-01	0.000E+00	3.000E+01	6.750E+01	3.068E+01	0.000E+00	0.000E+00	7.000E+00	5.716E+01	2.373E+02	3.272E+01	0.000E+00	0.000E+00	2.454E+02	1.996E+04
1.000E+00	0.000E+00	3.000E+01	6.363E+01	3.025E+01	0.000E+00	0.000E+00	7.000E+00	5.127E+01	2.323E+02	3.151E+01	0.000E+00	0.000E+00	2.363E+02	1.836E+04
1.010E+00	0.000E+00	3.000E+01	6.167E+01	3.021E+01	0.000E+00	0.000E+00	7.000E+00	5.052E+01	2.256E+02	3.068E+01	0.000E+00	0.000E+00	2.301E+02	1.862E+04
1.021E+00	0.000E+00	3.000E+01	6.172E+01	3.105E+01	0.000E+00	0.000E+00	7.000E+00	5.062E+01	2.208E+02	3.016E+01	0.000E+00	0.000E+00	2.262E+02	1.905E+04
1.031E+00	0.000E+00	3.000E+01	6.216E+01	3.167E+01	0.000E+00	0.000E+00	7.000E+00	6.257E+01	2.179E+02	3.117E+01	0.000E+00	0.000E+00	2.338E+02	2.343E+04
1.042E+00	0.000E+00	3.000E+01	6.458E+01	3.316E+01	0.000E+00	0.000E+00	7.000E+00	5.962E+01	2.227E+02	3.136E+01	0.000E+00	0.000E+00	2.352E+02	2.201E+04
1.052E+00	0.000E+00	3.000E+01	6.785E+01	3.512E+01	0.000E+00	0.000E+00	7.000E+00	6.386E+01	2.238E+02	3.196E+01	0.000E+00	0.000E+00	2.397E+02	2.331E+04
1.063E+00	0.000E+00	3.000E+01	7.214E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	6.428E+01	2.269E+02	3.235E+01	0.000E+00	0.000E+00	2.427E+02	2.316E+04
1.073E+00	0.000E+00	3.000E+01	7.247E+01	3.787E+01	0.000E+00	0.000E+00	7.000E+00	4.149E+01	2.283E+02	2.998E+01	0.000E+00	0.000E+00	2.248E+02	1.512E+04
1.083E+00	0.000E+00	3.000E+01	6.976E+01	3.685E+01	0.000E+00	0.000E+00	7.000E+00	3.967E+01	2.155E+02	2.836E+01	0.000E+00	0.000E+00	2.127E+02	1.532E+04
1.094E+00	0.000E+00	3.000E+01	6.750E+01	3.647E+01	0.000E+00	0.000E+00	7.000E+00	3.797E+01	2.060E+02	2.711E+01	0.000E+00	0.000E+00	2.033E+02	1.534E+04
1.104E+00	0.000E+00	3.000E+01	6.284E+01	3.439E+01	0.000E+00	0.000E+00	7.000E+00	3.513E+01	1.980E+02	2.590E+01	0.000E+00	0.000E+00	1.942E+02	1.475E+04
1.115E+00	0.000E+00	3.000E+01	6.224E+01	3.468E+01	0.000E+00	0.000E+00	7.000E+00	3.271E+01	1.901E+02	2.475E+01	0.000E+00	0.000E+00	1.857E+02	1.429E+04
1.125E+00	0.000E+00	3.000E+01	5.374E+01	3.207E+01	0.000E+00	0.000E+00	7.000E+00	2.794E+01	1.841E+02	2.356E+01	0.000E+00	0.000E+00	1.767E+02	1.248E+04
1.135E+00	0.000E+00	3.000E+01	5.445E+01	2.990E+01	0.000E+00	0.000E+00	7.000E+00	2.639E+01	1.739E+02	2.225E+01	0.000E+00	0.000E+00	1.669E+02	1.248E+04
1.146E+00	0.000E+00	3.000E+01	5.007E+01	2.707E+01	0.000E+00	0.000E+00	7.000E+00	2.294E+01	1.646E+02	2.083E+01	0.000E+00	0.000E+00	1.562E+02	1.135E+04
1.156E+00	0.000E+00	3.000E+01	4.635E+01	2.470E+01	0.000E+00	0.000E+00	7.000E+00	2.110E+01	1.551E+02	1.958E+01	0.000E+00	0.000E+00	1.469E+02	1.104E+04
1.167E+00	0.000E+00	3.000E+01	4.436E+01	2.339E+01	0.000E+00	0.000E+00	7.000E+00	1.902E+01	1.463E+02	1.837E+01	0.000E+00	0.000E+00	1.378E+02	1.047E+04
1.177E+00	0.000E+00	3.000E+01	4.258E+01	2.220E+01	0.000E+00	0.000E+00	7.000E+00	1.721E+01	1.377E+02	1.721E+01	0.000E+00	0.000E+00	1.291E+02	1.000E+04
1.188E+00	0.000E+00	3.000E+01	4.000E+01	2.032E+01	0.000E+00	0.000E+00	7.000E+00	1.818E+01	1.313E+02	1.661E+01	0.000E+00	0.000E+00	1.246E+02	1.126E+04
1.198E+00	0.000E+00	3.000E+01	4.039E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	1.634E+01	1.260E+02	1.582E+01	0.000E+00	0.000E+00	1.186E+02	1.044E+04
1.208E+00	0.000E+00	3.000E+01	4.078E+01	2.072E+01	0.000E+00	0.000E+00	7.000E+00	1.641E+01	1.212E+02	1.529E+01	0.000E+00	0.000E+00	1.147E+02	1.098E+04
1.219E+00	0.000E+00	3.000E+01	4.047E+01	2.075E+01	0.000E+00	0.000E+00	7.000E+00	1.630E+01	1.178E+02	1.490E+01	0.000E+00	0.000E+00	1.117E+02	1.125E+04
1.229E+00	0.000E+00	3.000E+01	4.084E+01	2.066E+01	0.000E+00	0.000E+00	7.000E+00	1.659E+01	1.155E+02	1.468E+01	0.000E+00	0.000E+00	1.101E+02	1.174E+04
1.240E+00	0.000E+00	3.000E+01	4.047E+01	2.061E+01	0.000E+00	0.000E+00	7.000E+00	1.610E+01	1.136E+02	1.441E+01	0.000E+00	0.000E+00	1.081E+02	1.156E+04
1.250E+00	0.000E+00	3.000E+01	4.051E+01	2.054E+01	0.000E+00	0.000E+00	7.000E+00	1.661E+01	1.123E+02	1.433E+01	0.000E+00	0.000E+00	1.074E+02	1.212E+04
1.260E+00	0.000E+00	3.000E+01	4.052E+01	2.044E+01	0.000E+00	0.000E+00	7.000E+00	1.714E+01	1.121E+02	1.436E+01	0.000E+00	0.000E+00	1.077E+02	1.258E+04
1.271E+00	0.000E+00	3.000E+01	4.031E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.553E+01	1.109E+02	1.405E+01	0.000E+00	0.000E+00	1.054E+02	1.140E+04
1.281E+00	0.000E+00	3.000E+01	4.012E+01	2.016E+01	0.000E+00	0.000E+00	7.000E+00	1.532E+01	1.091E+02	1.382E+01	0.000E+00	0.000E+00	1.037E+02	1.145E+04
1.292E+00	0.000E+00	3.000E+01	4.005E+01	2.003E+01	0.000E+00	0.000E+00	7.000E+00	1.597E+01	1.083E+02	1.381E+01	0.000E+00	0.000E+00	1.035E+02	1.209E+04
1.302E+00	0.000E+00	3.000E+01	4.034E+01	2.000E+01	0.000E+00	0.000E+00	7.000E+00	1.640E+01	1.085E+02	1.387E+01	0.000E+00	0.000E+00	1.040E+02	1.243E+04
1.313E+00	0.000E+00	3.000E+01	4.058E+01	2.010E+01	0.000E+00	0.000E+00	7.000E+00	1.520E+01	1.078E+02	1.367E+01	0.000E+00	0.000E+00	1.025E+02	1.150E+04
1.323E+00	0.000E+00	3.000E+01	4.089E+01	2.040E+01	0.000E+00	0.000E+00	7.000E+00	1.531E+01	1.068E+02	1.357E+01	0.000E+00	0.000E+00	1.017E+02	1.172E+04
1.333E+00	0.000E+00	3.000E+01	4.117E+01	2.082E+01	0.000E+00	0.000E+00	7.000E+00	1.526E+01	1.061E+02	1.349E+01	0.000E+00	0.000E+00	1.012E+02	1.175E+04
1.344E+00	0.000E+00	3.000E+01	4.186E+01	2.117E+01	0.000E+00	0.000E+00	7.000E+00	1.484E+01	1.053E+02	1.335E+01	0.000E+00	0.000E+00	1.001E+02	1.149E+04
1.354E+00	0.000E+00	3.000E+01	4.242E+01	2.161E+01	0.000E+00	0.000E+00	7.000E+00	1.653E+01	1.060E+02	1.361E+01	0.000E+00	0.000E+00	1.021E+02	1.286E+04
1.365E+00	0.000E+00	3.000E+01	4.395E+01	2.214E+01	0.000E+00	0.000E+00	7.000E+00	1.608E+01	1.070E+02	1.367E+01	0.000E+00	0.000E+00	1.025E+02	1.235E+04
