#1
double t_data(1345,16)	#t	S.O2	S.I	S.S	S.NH	S.N2	S.NO	S.ALK	X.I	X.S	X.H	X.A	X.STO	X.SS	d1$S.P	Q
2.708	0	30	64	27.71	0	0	7	49	219.9	29.88	0	0	224.1	8.57864416666667	18540
2.719	0	30	59.54	26.69	0	0	7	47.53	219.5	29.67	0	0	222.5	8.11526416666667	18030
2.729	0	30	58.34	26.57	0	0	7	46.26	216.8	29.23	0	0	219.2	7.99152666666667	17770
2.74	0	30	57.34	26.62	0	0	7	46.09	212.1	28.68	0	0	215.1	7.89536916666667	18090
2.75	0	30	58.69	27.46	0	0	7	45.19	206.6	27.98	0	0	209.8	8.05599166666667	18210
2.76	0	30	60.47	28.33	0	0	7	44.76	204.6	27.7	0	0	207.8	8.26820333333333	18210
2.771	0	30	63.25	29.27	0	0	7	44.38	203	27.49	0	0	206.2	8.57089	18190
2.781	0	30	62.37	30.63	0	0	7	52.75	192.9	27.29	0	0	204.7	8.60529333333333	22440
2.792	0	30	62.22	30.59	0	0	7	51.2	192.9	27.12	0	0	203.4	8.58336833333333	21840
2.802	0	30	62.01	28.16	0	0	7	52.68	203	28.41	0	0	213.1	8.4046125	21390
2.813	0	30	66.41	29.8	0	0	7	55	207.4	29.15	0	0	218.6	8.93050083333333	21820
2.823	0	30	67.19	29.82	0	0	7	48.26	218.2	29.61	0	0	222	9.01180416666667	18400
2.833	0	30	68.47	30.3	0	0	7	53.02	218.4	30.16	0	0	226.2	9.1759525	20100
2.844	0	30	71.89	32.13	0	0	7	59.01	206	29.44	0	0	220.8	9.59076083333333	23390
2.854	0	30	75.64	33.77	0	0	7	55.83	210.2	29.56	0	0	221.7	10.0439508333333	21850
2.865	0	30	77.44	34.3	0	0	7	58.76	218.3	30.78	0	0	230.8	10.2764125	22120
2.875	0	30	80.08	35.64	0	0	7	57.2	223.1	31.15	0	0	233.6	10.6193233333333	21150
2.885	0	30	82.6	36.06	0	0	7	51.9	232.3	31.57	0	0	236.8	10.8781675	18580
2.896	0	30	83.84	35.93	0	0	7	67.95	216.4	31.59	0	0	236.9	10.9702541666667	25350
2.906	0	30	84.22	35.45	0	0	7	61.49	215.1	30.74	0	0	230.5	10.9354591666667	23340
2.917	0	30	83.38	35.7	0	0	7	62.7	230	32.52	0	0	243.9	10.9415158333333	22370
2.927	0	30	82	35.63	0	0	7	62.18	235.6	33.09	0	0	248.1	10.8382875	21730
2.938	0	30	80.14	35.38	0	0	7	50.88	248.2	33.23	0	0	249.2	10.6676866666667	17080
2.948	0	30	77.75	34.94	0	0	7	70.38	228.1	33.16	0	0	248.7	10.4302283333333	24970
2.958	0	30	75.62	34.14	0	0	7	61.07	222.2	31.47	0	0	236.1	10.1333508333333	22540
2.969	0	30	71.87	32.7	0	0	7	66.22	231.6	33.1	0	0	248.2	9.75150833333333	23340
2.979	0	30	69.46	31.47	0	0	7	62.66	237.3	33.33	0	0	249.9	9.45423666666667	21740
2.99	0	30	67.5	30.68	0	0	7	57.74	246.7	33.82	0	0	253.7	9.24146666666667	19430
3	0	30	63.63	30.25	0	0	7	53.61	249.1	33.64	0	0	252.3	8.8773475	17920
3.01	0	30	61.67	30.21	0	0	7	52.71	241.6	32.71	0	0	245.3	8.68174666666667	18160
3.021	0	30	61.72	31.05	0	0	7	51.72	231.7	31.5	0	0	236.2	8.71728666666667	18560
3.031	0	30	62.16	31.67	0	0	7	59.92	216.1	30.67	0	0	230	8.78042083333333	22710
3.042	0	30	64.58	33.16	0	0	7	55.85	215.5	30.15	0	0	226.1	9.0890425	21370
3.052	0	30	67.85	35.12	0	0	7	60.59	219.8	31.16	0	0	233.7	9.55662	22600
3.063	0	30	72.14	37.87	0	0	7	60.64	221.6	31.35	0	0	235.2	10.1494508333333	22450
3.073	0	30	72.47	37.87	0	0	7	43.56	244	31.95	0	0	239.6	10.1955466666667	14850
3.083	0	30	69.76	36.85	0	0	7	44.55	246.5	32.34	0	0	242.6	9.89778333333333	15030
3.094	0	30	67.5	36.47	0	0	7	41.33	228.4	29.97	0	0	224.7	9.60321333333333	15060
3.104	0	30	62.84	34.39	0	0	7	37.91	217.2	28.35	0	0	212.6	8.990295	14500
3.115	0	30	62.24	34.68	0	0	7	35.35	208.6	27.1	0	0	203.3	8.9257175	14060
3.125	0	30	53.74	32.07	0	0	7	30.44	202.6	25.89	0	0	194.2	7.96191	12350
3.135	0	30	54.45	29.9	0	0	7	29.1	193.6	24.75	0	0	185.6	7.80438416666667	12340
3.146	0	30	50.07	27.07	0	0	7	25.81	186.2	23.56	0	0	176.7	7.16590166666667	11270
3.156	0	30	46.35	24.7	0	0	7	23.89	176.3	22.25	0	0	166.9	6.618435	10980
3.167	0	30	44.36	23.39	0	0	7	21.53	165.9	20.83	0	0	156.2	6.2979925	10450
3.177	0	30	42.58	22.2	0	0	7	19.58	156.6	19.58	0	0	146.8	6.01144416666667	10000
3.188	0	30	40	20.32	0	0	7	20	145.3	18.37	0	0	137.7	5.6017	11190
3.198	0	30	40.39	20.54	0	0	7	17.74	137.2	17.21	0	0	129.1	5.6167425	10410
3.208	0	30	40.78	20.72	0	0	7	17.76	131.7	16.61	0	0	124.6	5.64477	10920
3.219	0	30	40.47	20.75	0	0	7	17.22	125.1	15.82	0	0	118.6	5.5969425	11180
3.229	0	30	40.84	20.66	0	0	7	17.18	120.5	15.29	0	0	114.7	5.60402666666667	11650
3.24	0	30	40.47	20.61	0	0	7	16.55	117.5	14.9	0	0	111.7	5.55659666666667	11480
3.25	0	30	40.51	20.54	0	0	7	16.89	115.2	14.67	0	0	110.1	5.54703583333333	12010
3.26	0	30	40.52	20.44	0	0	7	17.04	112.6	14.41	0	0	108.1	5.53154083333333	12440
3.271	0	30	40.31	20.4	0	0	7	15.75	113.2	14.33	0	0	107.4	5.50825666666667	11320
3.281	0	30	40.12	20.16	0	0	7	15.84	113.4	14.36	0	0	107.7	5.47294833333333	11370
3.292	0	30	40.05	20.03	0	0	7	16.14	110.3	14.05	0	0	105.4	5.44643916666667	11980
3.302	0	30	40.34	20	0	0	7	16.2	108.2	13.82	0	0	103.7	5.46146916666667	12300
3.313	0	30	40.58	20.1	0	0	7	15.28	109	13.81	0	0	103.5	5.48944333333333	11420
3.323	0	30	40.89	20.4	0	0	7	15.56	109.3	13.87	0	0	104	5.54264	11620
3.333	0	30	41.17	20.82	0	0	7	15.36	107.6	13.67	0	0	102.5	5.59366666666667	11660
3.344	0	30	41.86	21.17	0	0	7	15	107.1	13.57	0	0	101.7	5.67774916666667	11410
3.354	0	30	42.42	21.61	0	0	7	16.23	105.2	13.49	0	0	101.2	5.75904583333333	12700
3.365	0	30	43.95	22.14	0	0	7	15.58	104.6	13.35	0	0	100.1	5.9251575	12220
3.375	0	30	48.77	24.68	0	0	7	15.73	106.8	13.61	0	0	102.1	6.54784083333333	12080
3.385	0	30	59.89	29.66	0	0	7	18.84	104.2	13.67	0	0	102.5	7.8902275	15040
3.396	0	30	71.46	34.25	0	0	7	26.21	96.95	13.68	0	0	102.6	9.2377425	22200
3.406	0	30	80.01	37.94	0	0	7	28.69	102.3	14.56	0	0	109.2	10.2844258333333	22950
3.417	0	30	94.9	43.4	0	0	7	35.46	120.5	17.33	0	0	130	12.0677325	23950
3.427	0	30	105.8	46.61	0	0	7	44.11	134.4	19.84	0	0	148.8	13.3207316666667	26310
3.438	0	30	115.2	49.25	0	0	7	53.22	147.7	22.33	0	0	167.5	14.4043683333333	28450
3.448	0	30	120	50	0	0	7	64.48	163	25.28	0	0	189.6	14.9593675	30680
3.458	0	30	119	49.25	0	0	7	73.32	183.5	28.54	0	0	214	14.9121766666667	30930
3.469	0	30	112.1	45.74	0	0	7	81.98	206.9	32.1	0	0	240.8	14.1600366666667	30720
3.479	0	30	102.5	40.86	0	0	7	89.95	226.9	35.2	0	0	264	13.0454841666667	30740
3.49	0	30	94.81	39.03	0	0	7	95.89	243.8	37.75	0	0	283.1	12.3363516666667	30540
3.5	0	30	88.38	36.85	0	0	7	99.09	259.9	39.89	0	0	299.2	11.6854758333333	29790
3.51	0	30	81.29	34.25	0	0	7	91.86	282.5	41.6	0	0	312	10.9311225	26110
3.521	0	30	75.77	32.16	0	0	7	90.75	293.8	42.73	0	0	320.5	10.3329983333333	24980
3.531	0	30	70.37	30.78	0	0	7	87.8	292.8	42.29	0	0	317.2	9.75418083333333	24350
3.542	0	30	68.28	29.8	0	0	7	85.34	289.6	41.66	0	0	312.5	9.47777833333333	23980
3.552	0	30	67.03	29.24	0	0	7	83.02	286.1	41.01	0	0	307.6	9.30749	23660
3.563	0	30	66.77	28.52	0	0	7	76.96	286.6	40.4	0	0	303	9.20619	22070
3.573	0	30	67.08	27.96	0	0	7	81.99	276.3	39.81	0	0	298.6	9.16702833333333	24130
3.583	0	30	68.09	28.13	0	0	7	77.52	271.2	38.74	0	0	290.6	9.23168	23350
3.594	0	30	68.72	27.55	0	0	7	75.33	273.3	38.74	0	0	290.5	9.23643916666667	22600
3.604	0	30	68.31	27.46	0	0	7	71.67	273.5	38.36	0	0	287.7	9.18329083333333	21580
3.615	0	30	65.17	26.46	0	0	7	69.57	270.3	37.77	0	0	283.3	8.8185525	21230
3.625	0	30	61.65	26.18	0	0	7	68	264.4	36.93	0	0	277	8.47556333333333	21220
3.635	0	30	59.76	26.29	0	0	7	64.97	260.5	36.16	0	0	271.2	8.30375833333333	20620
3.646	0	30	58.95	26.79	0	0	7	64.46	255.4	35.54	0	0	266.6	8.25819916666667	20850
3.656	0	30	59.39	27.29	0	0	7	61.53	251.8	34.82	0	0	261.1	8.31409083333333	20230
3.667	0	30	60.21	27.12	0	0	7	59.78	249.1	34.32	0	0	257.4	8.3531275	19890
3.677	0	30	62.43	27.42	0	0	7	57.61	245.4	33.66	0	0	252.5	8.5420475	19490
3.688	0	30	65.87	28.33	0	0	7	54.85	242.3	33.01	0	0	247.6	8.88435166666667	18820
3.698	0	30	65.62	28.28	0	0	7	52.8	238.2	32.34	0	0	242.5	8.83783166666667	18440
3.708	0	30	64	27.71	0	0	7	50.58	233.3	31.55	0	0	236.6	8.63089416666667	18050
3.719	0	30	59.54	26.69	0	0	7	48.93	228.1	30.78	0	0	230.8	8.1500975	17860
3.729	0	30	58.34	26.57	0	0	7	47.52	222.6	30.02	0	0	225.1	8.01636	17780
3.74	0	30	57.34	26.62	0	0	7	48.28	215.8	29.34	0	0	220	7.91586916666667	18610
3.75	0	30	58.69	27.46	0	0	7	54.2	204.5	28.75	0	0	215.6	8.080075	21810
3.76	0	30	60.47	28.33	0	0	7	52.02	204.8	28.54	0	0	214.1	8.29437	20970
3.771	0	30	63.25	29.27	0	0	7	54.96	210	29.44	0	0	220.8	8.63205666666667	21560
3.781	0	30	62.37	30.63	0	0	7	53.35	214.6	29.77	0	0	223.3	8.68296	20560
3.792	0	30	62.22	30.59	0	0	7	51.37	220.9	30.25	0	0	226.9	8.68145166666667	19310
3.802	0	30	62.01	28.16	0	0	7	46.28	226.3	30.28	0	0	227.1	8.46327916666667	17040
3.813	0	30	66.41	29.8	0	0	7	47.59	221.6	29.91	0	0	224.3	8.95433416666667	17880
3.823	0	30	67.19	29.82	0	0	7	53.47	206.4	28.87	0	0	216.5	8.98872083333333	21360
3.833	0	30	68.47	30.3	0	0	7	55.31	200.3	28.4	0	0	213	9.12078583333333	22640
3.844	0	30	71.89	32.13	0	0	7	56.7	206.3	29.22	0	0	219.1	9.58376083333333	22540
3.854	0	30	75.64	33.77	0	0	7	62.45	209.5	30.22	0	0	226.6	10.0645341666667	24230
3.865	0	30	77.44	34.3	0	0	7	56.24	222.2	30.94	0	0	232	10.2813291666667	20910
3.875	0	30	80.08	35.64	0	0	7	53.33	235.7	32.12	0	0	240.9	10.6496566666667	18810
3.885	0	30	82.6	36.06	0	0	7	57.16	229.7	31.88	0	0	239.1	10.8876675	20580
3.896	0	30	83.84	35.93	0	0	7	67.55	211.8	31.04	0	0	232.8	10.9530875	25680
3.906	0	30	84.22	35.45	0	0	7	62.45	217.4	31.1	0	0	233.2	10.9468758333333	23440
3.917	0	30	83.38	35.7	0	0	7	65.37	230.9	32.92	0	0	246.9	10.9540991666667	23140
3.927	0	30	82	35.63	0	0	7	67.45	233.6	33.45	0	0	250.9	10.8497875	23550
3.938	0	30	80.14	35.38	0	0	7	61.45	242.9	33.82	0	0	253.6	10.6861033333333	20900
3.948	0	30	77.75	34.94	0	0	7	75.56	233.1	34.29	0	0	257.2	10.4657283333333	26040
3.958	0	30	75.62	34.14	0	0	7	71.23	232.3	33.72	0	0	252.9	10.2037675	24830
3.969	0	30	71.87	32.7	0	0	7	72.12	244.9	35.23	0	0	264.2	9.81825833333333	23970
3.979	0	30	69.46	31.47	0	0	7	71.67	251.1	35.86	0	0	269	9.53373666666667	23310
3.99	0	30	67.5	30.68	0	0	7	70.11	254.6	36.08	0	0	270.6	9.31213333333333	22580
4	0	30	63.63	30.25	0	0	7	64.21	260.3	36.06	0	0	270.4	8.95318083333333	20410
4.01	0	30	61.67	30.21	0	0	7	63.76	258.5	35.81	0	0	268.6	8.77899666666667	20410
4.021	0	30	61.72	31.05	0	0	7	50.75	226.7	30.83	0	0	231.2	8.69637	18620
4.031	0	30	62.16	31.67	0	0	7	49.25	223.2	30.27	0	0	227	8.7678375	18360
4.042	0	30	64.58	33.16	0	0	7	47.64	219.8	29.72	0	0	222.9	9.0755425	18040
4.052	0	30	67.85	35.12	0	0	7	45.3	216.2	29.06	0	0	217.9	9.49095333333333	17450
4.063	0	30	72.14	37.87	0	0	7	45.33	221.8	29.68	0	0	222.6	10.0968675	17030
4.073	0	30	72.47	37.87	0	0	7	42.5	214.9	28.6	0	0	214.5	10.0907966666667	16480
4.083	0	30	69.76	36.85	0	0	7	39.5	208.5	27.56	0	0	206.7	9.74786666666667	15780
4.094	0	30	67.5	36.47	0	0	7	38.55	202.4	26.78	0	0	200.8	9.50329666666667	15860
4.104	0	30	62.84	34.39	0	0	7	37.06	197.4	26.05	0	0	195.4	8.918295	15640
4.115	0	30	62.24	34.68	0	0	7	32.89	191.6	24.95	0	0	187.1	8.85813416666667	14250
4.125	0	30	53.74	32.07	0	0	7	29.46	183.9	23.71	0	0	177.8	7.89341	13230
4.135	0	30	54.45	29.9	0	0	7	26.68	175.4	22.45	0	0	168.4	7.7324675	12510
4.146	0	30	50.07	27.07	0	0	7	24.33	166.8	21.24	0	0	159.3	7.093235	11950
4.156	0	30	46.35	24.7	0	0	7	22.1	158.2	20.04	0	0	150.3	6.54910166666667	11370
4.167	0	30	44.36	23.39	0	0	7	22.08	151.1	19.24	0	0	144.3	6.24832583333333	11970
4.177	0	30	42.58	22.2	0	0	7	20.41	145	18.38	0	0	137.9	5.97394416666667	11470
4.188	0	30	40	20.32	0	0	7	20.1	139.6	17.75	0	0	133.1	5.58236666666667	11770
4.198	0	30	40.39	20.54	0	0	7	21.43	136.7	17.57	0	0	131.7	5.62790916666667	12930
4.208	0	30	40.78	20.72	0	0	7	19.94	134.2	17.12	0	0	128.4	5.66085333333333	12200
4.219	0	30	40.47	20.75	0	0	7	20.98	132.3	17.03	0	0	127.7	5.63502583333333	13090
4.229	0	30	40.84	20.66	0	0	7	21.38	131.8	17.03	0	0	127.7	5.65827666666667	13410
4.24	0	30	40.47	20.61	0	0	7	21.33	131.6	17	0	0	127.5	5.62226333333333	13400
4.25	0	30	40.51	20.54	0	0	7	19.4	130	16.6	0	0	124.5	5.6072025	12250
4.26	0	30	40.52	20.44	0	0	7	19.07	127.6	16.29	0	0	122.2	5.59054083333333	12280
4.271	0	30	40.31	20.4	0	0	7	17.83	124.8	15.85	0	0	118.9	5.55600666666667	11670
4.281	0	30	40.12	20.16	0	0	7	17.77	122.3	15.56	0	0	116.7	5.51053166666667	11900
4.292	0	30	40.05	20.03	0	0	7	17.2	120.1	15.25	0	0	114.4	5.4840225	11710
4.302	0	30	40.34	20	0	0	7	17.11	118.2	15.03	0	0	112.7	5.49938583333333	11840
4.313	0	30	40.58	20.1	0	0	7	17.4	117.1	14.95	0	0	112.1	5.52519333333333	12190
4.323	0	30	40.89	20.4	0	0	7	18.01	117.1	15.01	0	0	112.6	5.57830666666667	12670
4.333	0	30	41.17	20.82	0	0	7	18.02	117.3	15.04	0	0	112.8	5.63666666666667	12650
4.344	0	30	41.86	21.17	0	0	7	17.76	117.2	15	0	0	112.5	5.72266583333333	12460
4.354	0	30	42.42	21.61	0	0	7	18.88	118	15.21	0	0	114.1	5.81287916666667	13220
4.365	0	30	43.95	22.14	0	0	7	19.88	119.9	15.53	0	0	116.5	5.99332416666667	13730
4.375	0	30	48.77	24.68	0	0	7	24.76	122.6	16.37	0	0	122.8	6.6342575	16830
4.385	0	30	59.89	29.66	0	0	7	26.38	130.6	17.44	0	0	130.8	8.00839416666667	16830
4.396	0	30	71.46	34.25	0	0	7	36.2	141.2	19.71	0	0	147.9	9.42665916666667	21150
4.406	0	30	80.01	37.94	0	0	7	47.5	156.9	22.71	0	0	170.3	10.5397591666667	24560
4.417	0	30	94.9	43.4	0	0	7	51.26	174.2	25.05	0	0	187.9	12.3095658333333	23950
4.427	0	30	105.8	46.61	0	0	7	60.94	189.2	27.79	0	0	208.4	13.5698983333333	25900
4.438	0	30	115.2	49.25	0	0	7	71	205.4	30.72	0	0	230.4	14.6671183333333	27490
4.448	0	30	120	50	0	0	7	83.12	220.2	33.7	0	0	252.7	15.2232008333333	29550
4.458	0	30	119	49.25	0	0	7	90.3	236.5	36.31	0	0	272.3	15.1555933333333	29830
4.469	0	30	112.1	45.74	0	0	7	95.77	250.7	38.5	0	0	288.7	14.36037	29840
4.479	0	30	102.5	40.86	0	0	7	99.21	262.7	40.22	0	0	301.6	13.2026508333333	29560
4.49	0	30	94.81	39.03	0	0	7	89.71	275.5	40.58	0	0	304.4	12.4252683333333	26140
4.5	0	30	88.38	36.85	0	0	7	85.82	278.5	40.49	0	0	303.6	11.7041425	24930
4.51	0	30	81.29	34.25	0	0	7	85.38	277.2	40.28	0	0	302.1	10.8899558333333	24930
4.521	0	30	75.77	32.16	0	0	7	81.32	276.7	39.78	0	0	298.3	10.2404983333333	23920
4.531	0	30	70.37	30.78	0	0	7	80.83	275.9	39.64	0	0	297.3	9.67126416666667	23860
4.542	0	30	68.28	29.8	0	0	7	70.35	275.3	38.41	0	0	288.1	9.37586166666667	21090
4.552	0	30	67.03	29.24	0	0	7	82.33	268.8	39.01	0	0	292.6	9.24490666666667	24800
4.563	0	30	66.77	28.52	0	0	7	80.89	271.4	39.14	0	0	293.6	9.16685666666667	24220
4.573	0	30	67.08	27.96	0	0	7	75.76	272.2	38.66	0	0	290	9.13111166666667	22790
4.583	0	30	68.09	28.13	0	0	7	72.17	269.9	38.01	0	0	285.1	9.20868	21980
4.594	0	30	68.72	27.55	0	0	7	62.36	266.2	36.51	0	0	273.8	9.16660583333333	19440
4.604	0	30	68.31	27.46	0	0	7	54.79	256.3	34.56	0	0	259.2	9.06437416666667	17810
4.615	0	30	65.17	26.46	0	0	7	72.18	248.3	35.61	0	0	267	8.7508025	23700
4.625	0	30	61.65	26.18	0	0	7	66.38	252.3	35.41	0	0	265.5	8.42781333333333	21660
4.635	0	30	59.76	26.29	0	0	7	61.05	250.9	34.66	0	0	259.9	8.256675	20150
4.646	0	30	58.95	26.79	0	0	7	63.36	247	34.49	0	0	258.7	8.22519916666667	21160
4.656	0	30	59.39	27.29	0	0	7	50.94	244.6	32.84	0	0	246.3	8.2522575	17350
4.667	0	30	60.21	27.12	0	0	7	46.74	233.9	31.18	0	0	233.9	8.25496083333333	16650
4.677	0	30	62.43	27.42	0	0	7	49.42	225.2	30.51	0	0	228.8	8.4432975	18260
4.688	0	30	65.87	28.33	0	0	7	48.31	220.7	29.89	0	0	224.1	8.786435	18220
4.698	0	30	65.62	28.28	0	0	7	48.84	218.2	29.68	0	0	222.6	8.75449833333333	18610
4.708	0	30	64	27.71	0	0	7	46.9	216.2	29.24	0	0	219.3	8.55856083333333	18060
4.719	0	30	59.54	26.69	0	0	7	45	213.2	28.69	0	0	215.2	8.08476416666667	17580
4.729	0	30	58.34	26.57	0	0	7	43.38	208.5	27.99	0	0	209.9	7.95269333333333	17340
4.74	0	30	57.34	26.62	0	0	7	43.59	205.8	27.71	0	0	207.8	7.8649525	17640
4.75	0	30	58.69	27.46	0	0	7	43.47	204	27.5	0	0	206.2	8.04099166666667	17740
4.76	0	30	60.47	28.33	0	0	7	43.17	202.5	27.3	0	0	204.8	8.25562	17750
4.771	0	30	63.25	29.27	0	0	7	42.86	201.3	27.13	0	0	203.4	8.55955666666667	17730
4.781	0	30	62.37	30.63	0	0	7	53.43	202.3	28.42	0	0	213.1	8.64046	21740
4.792	0	30	62.22	30.59	0	0	7	53.6	208.8	29.16	0	0	218.7	8.647285	21180
4.802	0	30	62.01	28.16	0	0	7	53.49	213	29.61	0	0	222.1	8.4423625	20750
4.813	0	30	66.41	29.8	0	0	7	55.42	216.1	30.17	0	0	226.3	8.9624175	21160
4.823	0	30	67.19	29.82	0	0	7	46.96	218.1	29.45	0	0	220.9	9.0068875	17930
4.833	0	30	68.47	30.3	0	0	7	50.71	215.4	29.57	0	0	221.8	9.15736916666667	19540
4.844	0	30	71.89	32.13	0	0	7	59.97	217.1	30.79	0	0	230.9	9.63301083333333	22640
4.854	0	30	75.64	33.77	0	0	7	57.29	223.1	31.16	0	0	233.7	10.0940341666667	21180
4.865	0	30	77.44	34.3	0	0	7	58.67	225.6	31.58	0	0	236.9	10.3015791666667	21440
4.875	0	30	80.08	35.64	0	0	7	56.54	227.9	31.6	0	0	237	10.6335733333333	20520
4.885	0	30	82.6	36.06	0	0	7	49.42	227.3	30.75	0	0	230.6	10.8521675	18100
4.896	0	30	83.84	35.93	0	0	7	67.86	224.9	32.53	0	0	244	10.9997541666667	24480
4.906	0	30	84.22	35.45	0	0	7	64.35	233.5	33.1	0	0	248.2	11.0095425	22590
4.917	0	30	83.38	35.7	0	0	7	62.34	236.8	33.24	0	0	249.3	10.9640158333333	21670
4.927	0	30	82	35.63	0	0	7	60.69	237.8	33.17	0	0	248.8	10.8409541666667	21060
4.938	0	30	80.14	35.38	0	0	7	47.26	236.1	31.48	0	0	236.1	10.61302	16680
4.948	0	30	77.75	34.94	0	0	7	68.17	229.8	33.11	0	0	248.3	10.4285616666667	24120
4.958	0	30	75.62	34.14	0	0	7	62.92	237.1	33.34	0	0	250	10.1917675	21830
4.969	0	30	71.87	32.7	0	0	7	65.78	238.7	33.84	0	0	253.8	9.774675	22590
4.979	0	30	69.46	31.47	0	0	7	61.6	241.2	33.65	0	0	252.4	9.46432	21070
4.99	0	30	67.5	30.68	0	0	7	54.54	239.9	32.72	0	0	245.4	9.20671666666667	18900
5	0	30	63.63	30.25	0	0	7	37.29	182.9	24.46	0	0	183.5	8.58993083333333	16990
5.01	0	30	61.67	30.21	0	0	7	36.58	179.4	24	0	0	180	8.40899666666667	16990
5.021	0	30	61.72	31.05	0	0	7	34.3	179	23.7	0	0	177.8	8.47320333333333	15960
5.031	0	30	62.16	31.67	0	0	7	34.85	183.7	24.28	0	0	182.1	8.58017083333333	15810
5.042	0	30	64.58	33.16	0	0	7	34.66	184.9	24.4	0	0	183	8.9087925	15610
5.052	0	30	67.85	35.12	0	0	7	34.47	188.2	24.74	0	0	185.5	9.35545333333333	15250
5.063	0	30	72.14	37.87	0	0	7	34.31	190.4	24.97	0	0	187.2	9.94928416666667	14990
5.073	0	30	72.47	37.87	0	0	7	31.84	180.7	23.61	0	0	177.1	9.93446333333333	14650
5.083	0	30	69.76	36.85	0	0	7	29.86	174.4	22.69	0	0	170.2	9.59545	14210
5.094	0	30	67.5	36.47	0	0	7	29.02	168.8	21.98	0	0	164.9	9.35313	14270
5.104	0	30	62.84	34.39	0	0	7	27.88	163.8	21.29	0	0	159.7	8.76921166666667	14130
5.115	0	30	62.24	34.68	0	0	7	25.7	160.1	20.64	0	0	154.8	8.72330083333333	13260
5.125	0	30	53.74	32.07	0	0	7	23.91	155.7	19.96	0	0	149.7	7.77607666666667	12640
5.135	0	30	54.45	29.9	0	0	7	22.37	150.6	19.22	0	0	144.1	7.63105083333333	12190
5.146	0	30	50.07	27.07	0	0	7	20.94	144.7	18.41	0	0	138	7.00456833333333	11840
5.156	0	30	46.35	24.7	0	0	7	19.66	139.6	17.69	0	0	132.7	6.475685	11480
5.167	0	30	44.36	23.39	0	0	7	19.36	133.6	17	0	0	127.5	6.17807583333333	11850
5.177	0	30	42.58	22.2	0	0	7	18.23	128.8	16.34	0	0	122.5	5.9100275	11540
5.188	0	30	40	20.32	0	0	7	18.07	125.9	16	0	0	120	5.52753333333333	11730
5.198	0	30	40.39	20.54	0	0	7	18.4	121.5	15.54	0	0	116.6	5.5644925	12450
5.208	0	30	40.78	20.72	0	0	7	17.52	119.7	15.24	0	0	114.3	5.60193666666667	11990
5.219	0	30	40.47	20.75	0	0	7	17.89	117.3	15.02	0	0	112.6	5.57185916666667	12550
5.229	0	30	40.84	20.66	0	0	7	17.97	116	14.89	0	0	111.7	5.59136	12760
5.24	0	30	40.47	20.61	0	0	7	17.77	114.9	14.74	0	0	110.5	5.55151333333333	12750
5.25	0	30	40.51	20.54	0	0	7	16.93	115.3	14.69	0	0	110.2	5.5474525	12030
5.26	0	30	40.52	20.44	0	0	7	16.97	115.4	14.71	0	0	110.3	5.54104083333333	12050
5.271	0	30	40.31	20.4	0	0	7	16.35	114.4	14.53	0	0	109	5.51484	11670
5.281	0	30	40.12	20.16	0	0	7	16.36	113.3	14.4	0	0	108	5.47419833333333	11810
5.292	0	30	40.05	20.03	0	0	7	16.22	113.3	14.39	0	0	107.9	5.4570225	11690
5.302	0	30	40.34	20	0	0	7	16.36	113.5	14.43	0	0	108.2	5.4805525	11780
5.313	0	30	40.58	20.1	0	0	7	16.45	112.4	14.31	0	0	107.3	5.50536	11990
5.323	0	30	40.89	20.4	0	0	7	16.71	111.6	14.25	0	0	106.9	5.55464	12290
5.333	0	30	41.17	20.82	0	0	7	16.64	111.3	14.21	0	0	106.6	5.61066666666667	12280
5.344	0	30	41.86	21.17	0	0	7	16.42	110.8	14.13	0	0	106	5.69549916666667	12160
5.354	0	30	42.42	21.61	0	0	7	17.11	111.4	14.28	0	0	107.1	5.78387916666667	12640
5.365	0	30	43.95	22.14	0	0	7	17.5	111.3	14.32	0	0	107.4	5.95532416666667	12960
5.375	0	30	48.77	24.68	0	0	7	19.59	109.3	14.32	0	0	107.4	6.5700075	14900
5.385	0	30	59.89	29.66	0	0	7	20.28	113.1	14.82	0	0	111.2	7.92631083333333	14900
5.396	0	30	71.46	34.25	0	0	7	25.79	122	16.42	0	0	123.2	9.32357583333333	17610
5.406	0	30	80.01	37.94	0	0	7	30.93	129.9	17.87	0	0	134	10.3881758333333	19750
5.417	0	30	94.9	43.4	0	0	7	32.87	140.8	19.3	0	0	144.8	12.1294825	19370
5.427	0	30	105.8	46.61	0	0	7	37.69	151.3	21	0	0	157.5	13.3571483333333	20600
5.438	0	30	115.2	49.25	0	0	7	42.78	163.2	22.88	0	0	171.6	14.4217016666667	21590
5.448	0	30	120	50	0	0	7	49.05	175.4	24.94	0	0	187	14.9487841666667	22890
5.458	0	30	119	49.25	0	0	7	52.93	187.6	26.73	0	0	200.5	14.8555933333333	23070
5.469	0	30	112.1	45.74	0	0	7	55.86	197.9	28.2	0	0	211.5	14.03787	23080
5.479	0	30	102.5	40.86	0	0	7	57.94	207	29.44	0	0	220.8	12.8650675	22910
5.49	0	30	94.81	39.03	0	0	7	54.99	218.9	30.43	0	0	228.2	12.107185	20760
5.5	0	30	88.38	36.85	0	0	7	54.42	225.4	31.09	0	0	233.2	11.4098091666667	20010
