#1
double t_data(1345,16)	# t	S.I	S.S	X.I	X.S	X.H	X.A	X.P	S.O2	S.NO	S.NH	S.ND	X.ND	S.ALK	S.P	Q
0.354166667	30	42.42395	24.4430379746835	148.805063291139	19.2493670886076	0	0	0	0	21.6136	4.2424	7.23670886075949	7	5.93952157172996	13597
0.364583333	30	43.94649	25.8088607594937	151.118987341772	19.6582278481013	0	0	0	0	22.1354	4.39465	7.38987341772152	7	6.12264695147679	14171
0.375	30	48.77431	32.5924050632911	153.913924050633	20.7227848101266	0	0	0	0	24.68178	4.87743	7.79113924050633	7	6.77060243670886	17637
0.385416667	30	59.88648	34.726582278481	164.007594936709	22.0810126582278	0	0	0	0	29.65625	5.98865	8.30126582278481	7	8.1536663185654	17635
0.395833333	30	71.46084	48.2772151898734	176.312658227848	24.9544303797468	0	0	0	0	34.24807	7.14608	9.38101265822785	7	9.59082688818565	22461
0.40625	30	80.00567	63.8303797468354	194.858227848101	28.7430379746835	0	0	0	0	37.93544	8.00057	10.8050632911392	7	10.7288477742616	26276
0.416666667	30	94.90087	68.8037974683544	216.573417721519	31.7088607594937	0	0	0	0	43.39692	9.49009	11.920253164557	7	12.5181702637131	25598
0.427083333	30	105.7761	82.0924050632911	234.525316455696	35.179746835443	0	0	0	0	46.61468	10.57761	13.2253164556962	7	13.801341371308	27780
0.4375	30	115.2104	95.8911392405063	254.026582278481	38.879746835443	0	0	0	0	49.24802	11.52104	14.6164556962025	7	14.9229063080169	29551
0.447916667	30	120.011	112.593670886076	271.308860759494	42.6556962025316	0	0	0	0	49.99941	12.0011	16.0354430379747	7	15.5038210864979	31861
0.458333333	30	118.9701	122.377215189873	291.244303797468	45.9582278481013	0	0	0	0	49.24802	11.89701	17.2772151898734	7	15.4579445991561	32171
0.46875	30	112.1109	129.792405063291	308.772151898734	48.7291139240506	0	0	0	0	45.74154	11.21109	18.3189873417722	7	14.680952278481	32180
0.479166667	30	102.4553	134.40253164557	323.759493670886	50.9063291139241	0	0	0	0	40.85751	10.24553	19.1379746835443	7	13.5375653902954	31869
0.489583333	30	94.81153	120.90253164557	341.435443037975	51.3708860759494	0	0	0	0	39.03469	9.48115	19.3126582278481	7	12.7632398523207	28047
0.5	30	88.37961	115.411392405063	345.805063291139	51.246835443038	0	0	0	0	36.8501	8.83796	19.2658227848101	7	12.0412943987342	26695
0.510416667	30	81.2874	114.818987341772	344.1	50.9911392405063	0	0	0	0	34.24807	8.12874	19.1696202531646	7	11.2254241877637	26690
0.520833333	30	75.7721	109.150632911392	343.993670886076	50.3493670886076	0	0	0	0	32.16088	7.57721	18.9278481012658	7	10.5717356751055	25572
0.53125	30	70.37332	108.491139240506	343.088607594937	50.1759493670886	0	0	0	0	30.77985	7.03733	18.8632911392405	7	10.0013717616034	25496
0.541666667	30	68.27595	93.8329113924051	343.715189873418	48.6164556962025	0	0	0	0	29.79539	6.8276	18.2772151898734	7	9.69571293248945	22401
0.552083333	30	67.03307	110.7	333.762025316456	49.3848101265823	0	0	0	0	29.23881	6.70331	18.5658227848101	7	9.56980856540084	26555
0.5625	30	66.76507	108.648101265823	337.272151898734	49.546835443038	0	0	0	0	28.52221	6.67651	18.626582278481	7	9.49282185654008	25905
0.572916667	30	67.07967	101.46835443038	339.011392405063	48.9417721518987	0	0	0	0	27.95867	6.70797	18.3987341772152	7	9.45308951476793	24310
0.583333333	30	68.08952	96.4784810126582	336.536708860759	48.1126582278481	0	0	0	0	28.12564	6.80895	18.0873417721519	7	9.52520848101266	23404
0.59375	30	68.72261	82.8151898734177	333.10253164557	46.2126582278481	0	0	0	0	27.55166	6.87226	17.373417721519	7	9.47064064345992	20560
0.604166667	30	68.31479	72.3962025316456	321.332911392405	43.7481012658228	0	0	0	0	27.4647	6.83148	16.446835443038	7	9.35219378691983	18732
0.614583333	30	65.16874	96.8544303797468	308.770886075949	45.0696202531646	0	0	0	0	26.45589	6.51687	16.9430379746835	7	9.04730566455696	25320
0.625	30	61.64516	88.6708860759494	314.694936708861	44.8189873417721	0	0	0	0	26.1776	6.16452	16.8493670886076	7	8.72267725738397	23046
0.635416667	30	59.76219	81.2379746835443	313.587341772152	43.8696202531645	0	0	0	0	26.28891	5.97622	16.4924050632911	7	8.54529208860759	21357
0.645833333	30	58.94655	84.5405063291139	308.367088607595	43.6569620253165	0	0	0	0	26.78984	5.89466	16.4126582278481	7	8.51242068565401	22487
0.65625	30	59.38933	67.2063291139241	306.950632911392	41.573417721519	0	0	0	0	27.29076	5.93893	15.6291139240506	7	8.52576699367088	18221
0.666666667	30	60.21274	61.5050632911392	293.755696202532	39.473417721519	0	0	0	0	27.12379	6.02127	14.8392405063291	7	8.51464754219409	17442
0.677083333	30	62.42662	65.4037974683544	282.186075949367	38.6215189873418	0	0	0	0	27.42295	6.24266	14.5189873417722	7	8.69737977848102	19246
0.6875	30	65.86786	63.9253164556962	276.551898734177	37.8303797468354	0	0	0	0	28.33436	6.58679	14.2215189873418	7	9.03531158227848	19197
0.697916667	30	65.61928	64.7139240506329	273.353164556962	37.5632911392405	0	0	0	0	28.2787	6.56193	14.1215189873418	7	9.00162491561182	19637
0.708333333	30	64.00353	62.0253164556962	271.036708860759	37.006329113924	0	0	0	0	27.7082	6.40035	13.9126582278481	7	8.80203235232067	19014
0.71875	30	59.54469	59.4177215189873	267.455696202532	36.3189873417722	0	0	0	0	26.68548	5.95447	13.6544303797468	7	8.32371669831223	18480
