#1
double t_data(1344,16)	#"t"	"S.I"	"S.S"	"X.I"	"X.S"	"X.H"	"X.A"	"X.P"	"S.O2"	"S.NO"	"S.NH"	"S.ND"	"X.ND"	"S.ALK"	"S.P"	"Qstrm"
3.5625	30	66.76507	97.4215189873418	362.813924050633	51.1367088607595	0	0	0	0	28.52221	6.67651	19.2245189873418	7	9.54264991561182	22068
3.572916667	30	67.07967	103.786075949367	349.751898734177	50.3924050632911	0	0	0	0	27.95867	6.70797	18.944746835443	7	9.49859056962025	24127
3.583333333	30	68.08952	98.1291139240506	343.255696202532	49.0430379746835	0	0	0	0	28.12564	6.80895	18.4371392405063	7	9.55435827004219	23345
3.59375	30	68.72261	95.3518987341772	345.950632911392	49.0341772151899	0	0	0	0	27.55166	6.87226	18.4337088607595	7	9.55899823839662	22595
3.604166667	30	68.31479	90.720253164557	346.251898734177	48.5518987341772	0	0	0	0	27.4647	6.83148	18.2527848101266	7	9.50268956751055	21580
3.614583333	30	65.16874	88.0658227848101	342.19746835443	47.8075949367089	0	0	0	0	26.45589	6.51687	17.9725949367089	7	9.13310207805907	21228
3.625	30	61.64516	86.0746835443038	334.654430379747	46.7481012658228	0	0	0	0	26.1776	6.16452	17.5743291139241	7	8.78309075949367	21217
3.635416667	30	59.76219	82.2392405063291	329.7	45.7708860759494	0	0	0	0	26.28891	5.97622	17.2071518987342	7	8.60485432489452	20623
3.645833333	30	58.94655	81.5974683544304	323.332911392405	44.9924050632911	0	0	0	0	26.78984	5.89466	16.9143924050633	7	8.55423186708861	20848
3.65625	30	59.38933	77.8911392405063	318.749367088608	44.0708860759494	0	0	0	0	27.29076	5.93893	16.5681012658228	7	8.60401593881857	20232
3.666666667	30	60.21274	75.6658227848101	315.273417721519	43.4379746835443	0	0	0	0	27.12379	6.02127	16.3299746835443	7	8.63887539029536	19893
3.677083333	30	62.42662	72.9291139240506	310.572151898734	42.6113924050633	0	0	0	0	27.42295	6.24266	16.0192784810127	7	8.82240404008439	19487
3.6875	30	65.86786	69.426582278481	306.655696202532	41.7873417721519	0	0	0	0	28.33436	6.58679	15.7093797468354	7	9.15929997890295	18819
3.697916667	30	65.61928	66.8405063291139	301.530379746835	40.9303797468354	0	0	0	0	28.2787	6.56193	15.3872658227848	7	9.1071038185654	18441
3.708333333	30	64.00353	64.026582278481	295.354430379747	39.9316455696203	0	0	0	0	27.7082	6.40035	15.0117594936709	7	8.89362412447258	18045
3.71875	30	59.54469	61.9417721518987	288.710126582278	38.9607594936709	0	0	0	0	26.68548	5.95447	14.6470886075949	7	8.40643821729958	17864
3.729166667	30	58.34064	60.1569620253165	281.83417721519	37.9987341772152	0	0	0	0	26.57068	5.83406	14.2853291139241	7	8.26638742616034	17775
3.739583333	30	57.33857	61.1139240506329	273.121518987342	37.1367088607595	0	0	0	0	26.62286	5.73386	13.9613544303797	7	8.16023203586497	18608
3.75	30	58.6902	68.6101265822785	258.86582278481	36.3860759493671	0	0	0	0	27.4647	5.86902	13.6790253164557	7	8.31949377637131	21808
